FID,LOC_ID,SITECODE,UTM_E,UTM_N,LATITUDE,LONGITUDE,ALT_SITECODE,PI,LOC_TYPE,GPS_ELEV,DATE_COLLECTED,PROJECT_DESCRIPTION,,,,,,,,
1761,1762,TGEC,,,40.0329,-105.5464,TGEC,Steve Kannenberg,observational point,,,DEM Waypoints,,,,,,,,
1762,1763,NIWO_001,,,40.042344,-105.558975,Seed Traps NIWO_001,James Clark,observational point,,,Combining NEON and remotely sensed habitats to determine climate impacts on community dynamics,,,,,,,,
1763,1764,NIWO_002,,,40.04106,-105.547043,Seed Traps NIWO_002,James Clark,observational point,,,Combining NEON and remotely sensed habitats to determine climate impacts on community dynamics,,,,,,,,
1764,1765,NIWO_005,,,40.043662,-105.569891,Seed Traps NIWO_005,James Clark,observational point,,,Combining NEON and remotely sensed habitats to determine climate impacts on community dynamics,,,,,,,,
1765,1766,NIWO_007,,,40.037739,-105.562156,Seed Traps NIWO_007,James Clark,observational point,,,Combining NEON and remotely sensed habitats to determine climate impacts on community dynamics,,,,,,,,
1766,1767,NIWO_009,,,40.045049,-105.560411,Seed Traps NIWO_009,James Clark,observational point,,,Combining NEON and remotely sensed habitats to determine climate impacts on community dynamics,,,,,,,,
1767,1768,NIWO_010,,,40.037194,-105.568794,Seed Traps NIWO_010,James Clark,observational point,,,Combining NEON and remotely sensed habitats to determine climate impacts on community dynamics,,,,,,,,
1768,1769,CB_Trap_01,,,40.02895,-105.538,Carion Beetle Trap 01,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1769,1770,CB_Trap_02,,,40.02887,-105.538,Carion Beetle Trap 02,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1770,1771,CB_Trap_03,,,40.029,-105.539,Carion Beetle Trap 03,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1771,1772,CB_Trap_04,,,40.02911,-105.538,Carion Beetle Trap 04,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1772,1773,CB_Trap_05,,,40.02915,-105.537,Carion Beetle Trap 05,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1773,1774,CB_Trap_06,,,40.03,-105.54,Carion Beetle Trap 06,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1774,1775,CB_Trap_07,,,40.03063,-105.54,Carion Beetle Trap 07,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1775,1776,CB_Trap_08,,,40.03089,-105.541,Carion Beetle Trap 08,Chloe Garfinkel,observational point,,,"Carrion beetle thermal tolerance across elevation, life stage, and season: Via traps",,,,,,,,
1776,1777,IG_MRS1,,,40.035,-105.531,Plot 1,Ginikanda Ilangakoon,observational point,,,Macroscale Resilience: Assessing the recovery of western U.S. forests to compound disturbance,,,,,,,,
1777,1778,IG_MRS8,,,40.03743,-105.54543,Plot 2,Ginikanda Ilangakoon,observational point,,,Macroscale Resilience: Assessing the recovery of western U.S. forests to compound disturbance,,,,,,,,
1778,1779,IG_MRS4,,,40.039,-105.562,Plot 3,Ginikanda Ilangakoon,observational point,,,Macroscale Resilience: Assessing the recovery of western U.S. forests to compound disturbance,,,,,,,,
1779,1780,IG_MRS7,,,40.042,-105.569,Plot 4,Ginikanda Ilangakoon,observational point,,,Macroscale Resilience: Assessing the recovery of western U.S. forests to compound disturbance,,,,,,,,
1780,1781,IG_MRS11,,,40.04655,-105.582942,Plot 5,Ginikanda Ilangakoon,observational point,,,Macroscale Resilience: Assessing the recovery of western U.S. forests to compound disturbance,,,,,,,,
1781,1782,p1_Nordstorm,,,40.03107086,-105.5408646,p1_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1782,1783,p2_Nordstorm,,,40.03112651,-105.5410188,p2_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1783,1784,p3_Nordstorm,,,40.03126142,-105.540854,p3_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1784,1785,p4_Nordstorm,,,40.03104614,-105.5412584,p4_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1785,1786,p5_Nordstorm,,,40.0308684,-105.5411567,p5_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1786,1787,p6_Nordstorm,,,40.03097613,-105.5410263,p6_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1787,1788,p15_Nordstorm,,,40.03138633,-105.5408701,p15_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1788,1789,p16_Nordstorm,,,40.03123449,-105.5410624,p16_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1789,1790,p13_Nordstorm,,,40.03083253,-105.5409876,p13_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1790,1791,p14_Nordstorm,,,40.03093449,-105.5407809,p14_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1791,1792,p17_Nordstorm,,,40.03091838,-105.5409022,p17_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1792,1793,p74_Nordstorm,,,40.0309804,-105.5408744,p74_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1793,1794,p71_Nordstorm,,,40.0307944,-105.5410668,p71_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1794,1795,p72_Nordstorm,,,40.03067197,-105.5411058,p72_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1795,1796,p73_Nordstorm,,,40.03060071,-105.5411085,p73_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1796,1797,p7_Nordstorm,,,40.0312297,-105.5415072,p7_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1797,1798,p75_Nordstorm,,,40.03138837,-105.5413513,p75_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1798,1799,p8_Nordstorm,,,40.03128487,-105.5413701,p8_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1799,1800,p18_Nordstorm,,,40.03108233,-105.5413935,p18_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1800,1801,p9_Nordstorm,,,40.03132793,-105.5414981,p9_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1801,1802,p19_Nordstorm,,,40.03135635,-105.5416338,p19_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1802,1803,p20_Nordstorm,,,40.03143788,-105.5418169,p20_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1803,1804,p76_Nordstorm,,,40.03155431,-105.5417185,p76_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1804,1805,p77_Nordstorm,,,40.03171872,-105.5417565,p77_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1805,1806,p10_Nordstorm,,,40.03130626,-105.5417593,p10_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1806,1807,p11_Nordstorm,,,40.03134458,-105.5419776,p11_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1807,1808,p12_Nordstorm,,,40.0313486,-105.5421692,p12_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1808,1809,p21_Nordstorm,,,40.03127747,-105.5424646,p21_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1809,1810,p22_Nordstorm,,,40.03109994,-105.5425981,p22_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1810,1811,p23_Nordstorm,,,40.03119091,-105.5425786,p23_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1811,1812,p24_Nordstorm,,,40.03143069,-105.5426375,p24_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1812,1813,p78_Nordstorm,,,40.03154284,-105.5424524,p78_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1813,1814,p25_Nordstorm,,,40.03137795,-105.5428474,p25_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1814,1815,p26_Nordstorm,,,40.03123201,-105.5428888,p26_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1815,1816,p27_Nordstorm,,,40.03154749,-105.5429306,p27_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1816,1817,p28_Nordstorm,,,40.03151965,-105.5431116,p28_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1817,1818,p29_Nordstorm,,,40.03110534,-105.5427923,p29_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1818,1819,p30_Nordstorm,,,40.03121102,-105.5427183,p30_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1819,1820,p31_Nordstorm,,,40.03129491,-105.5426153,p31_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1820,1821,p32_Nordstorm,,,40.0307772,-105.5425395,p32_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1821,1822,p33_Nordstorm,,,40.03087523,-105.5423811,p33_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1822,1823,p34_Nordstorm,,,40.03067654,-105.5423312,p34_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1823,1824,p41_Nordstorm,,,40.03090399,-105.5421197,p41_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1824,1825,p42_Nordstorm,,,40.03075809,-105.5419391,p42_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1825,1826,p43_Nordstorm,,,40.03064658,-105.5421569,p43_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1826,1827,p44_Nordstorm,,,40.030605,-105.5419125,p44_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1827,1828,p45_Nordstorm,,,40.03044323,-105.541886,p45_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1828,1829,p46_Nordstorm,,,40.03047176,-105.5420887,p46_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1829,1830,p47_Nordstorm,,,40.03041779,-105.5421585,p47_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1830,1831,p48_Nordstorm,,,40.0305172,-105.5422411,p48_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1831,1832,p49_Nordstorm,,,40.03050164,-105.542476,p49_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1832,1833,p50_Nordstorm,,,40.03057072,-105.5426394,p50_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1833,1834,p51_Nordstorm,,,40.03050726,-105.5427844,p51_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1834,1835,p52_Nordstorm,,,40.0304061,-105.542576,p52_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1835,1836,p53_Nordstorm,,,40.03062016,-105.5425037,p53_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1836,1837,p86_Nordstorm,,,40.03104531,-105.5420889,p86_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1837,1838,p81_Nordstorm,,,40.03126541,-105.5421162,p81_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1838,1839,p82_Nordstorm,,,40.03122945,-105.542307,p82_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1839,1840,p87_Nordstorm,,,40.03117173,-105.5421506,p87_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1840,1841,p85_Nordstorm,,,40.03099554,-105.5422795,p85_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1841,1842,p83_Nordstorm,,,40.03108735,-105.5422175,p83_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1842,1843,p84_Nordstorm,,,40.03111957,-105.5423491,p84_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1843,1844,p88_Nordstorm,,,40.03112894,-105.5424556,p88_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1844,1845,p68_Nordstorm,,,40.03097892,-105.5419971,p68_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1845,1846,p61_Nordstorm,,,40.03099424,-105.5414861,p61_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1846,1847,p62_Nordstorm,,,40.03099568,-105.5415571,p62_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1847,1848,p64_Nordstorm,,,40.03085253,-105.5414769,p64_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1848,1849,p65_Nordstorm,,,40.03080355,-105.5413625,p65_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1849,1850,p66_Nordstorm,,,40.03074951,-105.5415823,p66_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1850,1851,p69_Nordstorm,,,40.0311426,-105.5419829,p69_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1851,1852,p63_Nordstorm,,,40.03093211,-105.5416502,p63_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1852,1853,p67_Nordstorm,,,40.03084992,-105.5417876,p67_Nordstorm,Scott Nordstrom,observational point,,,"Solar radiation and other abiotic influences on flowering phenology -- solar radiation, soil micromet, and phenology",,,,,,,,
1853,1854,125EN_Enquist,,,40.041957,-105.555496,125 EN,Brian Enquist,observational point,3177.961426,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1854,1855,125ES_Enquist,,,40.03974502,-105.555303,125 ES,Brian Enquist,observational point,3139.299561,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1855,1856,125NE_Enquist,,,40.04295101,-105.557053,125 NE,Brian Enquist,observational point,3207.873291,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1856,1857,125SE_Enquist,,,40.03861598,-105.556664,125 SE,Brian Enquist,observational point,3131.988037,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1857,1858,125SW_Enquist,,,40.03852797,-105.55972,125 SW,Brian Enquist,observational point,3161.324707,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1858,1859,125WN_Enquist,,,40.04187704,-105.561367,125 WN,Brian Enquist,observational point,3224.783203,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1859,1860,250E_Enquist,,,40.04081304,-105.555407,250 E,Brian Enquist,observational point,3155.364014,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1860,1861,250N_Enquist,,,40.04292796,-105.558385,250 N,Brian Enquist,observational point,3218.125488,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1861,1862,250S_Enquist,,,40.03849704,-105.558149,250 S,Brian Enquist,observational point,3146.518555,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1862,1863,250W_Enquist,,,40.04081698,-105.561304,250 W,Brian Enquist,observational point,3200.033691,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1863,1864,CENTER_Enquist,,,40.04074004,-105.55837,CENTER,Brian Enquist,observational point,3122.406494,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1864,1865,GENTRY1CENTER_Enquist,,,40.03918796,-105.559876,GENTRY1CENTER,Brian Enquist,observational point,3175.990967,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1865,1866,GENTRY1NE_Enquist,,,40.03961904,-105.55958,GENTRY1NE,Brian Enquist,observational point,3185.68335,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1866,1867,GENTRY1SE_Enquist,,,40.038793,-105.559753,GENTRY1SE,Brian Enquist,observational point,3169.210938,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1867,1868,GENTRY1SW_Enquist,,,40.03874104,-105.560135,GENTRY1SW,Brian Enquist,observational point,3175.079102,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1868,1869,GENTRY2CENTER_Enquist,,,40.04236001,-105.56021,GENTRY2CENTER,Brian Enquist,observational point,3230.967285,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1869,1870,GENTRY2NE_Enquist,,,40.04281003,-105.560025,GENTRY2NE,Brian Enquist,observational point,3238.236328,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1870,1871,GENTRY2NW_Enquist,,,40.04279897,-105.560475,GENTRY2NW,Brian Enquist,observational point,3241.240723,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1871,1872,GENTRY2SE_Enquist,,,40.04191501,-105.560043,GENTRY2SE,Brian Enquist,observational point,3229.580811,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1872,1873,GENTRY2SW_Enquist,,,40.04190504,-105.560459,GENTRY2SW,Brian Enquist,observational point,3191.400879,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1873,1874,GENTRY3CENTER_Enquist,,,40.03932199,-105.556088,GENTRY3CENTER,Brian Enquist,observational point,3081.700195,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1874,1875,GENTRY3NE_Enquist,,,40.03966003,-105.555804,GENTRY3NE,Brian Enquist,observational point,3081.235596,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1875,1876,GENTRY3NW_Enquist,,,40.03977796,-105.556347,GENTRY3NW,Brian Enquist,observational point,3086.132324,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1876,1877,GENTRY3SE_Enquist,,,40.03860399,-105.556093,GENTRY3SE,Brian Enquist,observational point,3071.945557,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1877,1878,GENTRY3SW_Enquist,,,40.03888001,-105.556397,GENTRY3SW,Brian Enquist,observational point,3129.215088,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1878,1879,GENTRY4CENTER_Enquist,,,40.04237702,-105.55672,GENTRY4CENTER,Brian Enquist,observational point,3192.345459,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1879,1880,GENTRY4NE_Enquist,,,40.04276502,-105.556449,GENTRY4NE,Brian Enquist,observational point,3199.480225,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1880,1881,GENTRY4NW_Enquist,,,40.04256603,-105.556812,GENTRY4NW,Brian Enquist,observational point,3199.630859,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1881,1882,GENTRY4SE_Enquist,,,40.04199799,-105.556482,GENTRY4SE,Brian Enquist,observational point,3182.707275,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1882,1883,GENTRY4SW_Enquist,,,40.04193496,-105.55713,GENTRY4SW,Brian Enquist,observational point,3181.808594,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1883,1884,GENTRY5CENTER_Enquist,,,40.04070299,-105.558375,GENTRY5CENTER,Brian Enquist,observational point,3173.760254,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1884,1885,GENTRY5NE_Enquist,,,40.04117799,-105.558263,GENTRY5NE,Brian Enquist,observational point,3183.345947,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1885,1886,GENTRY5NW_Enquist,,,40.04118796,-105.558647,GENTRY5NW,Brian Enquist,observational point,3187.103271,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1886,1887,GENTRY5SE_Enquist,,,40.04042404,-105.558188,GENTRY5SE,Brian Enquist,observational point,3168.061279,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1887,1888,GENTRY5SW_Enquist,,,40.04033896,-105.558672,GENTRY5SW,Brian Enquist,observational point,3176.223633,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1888,1889,GENTY1NW_Enquist,,,40.03963304,-105.56009,GENTY1NW,Brian Enquist,observational point,3189.037598,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1889,1890,NE_Enquist,,,40.04314003,-105.55563,NE,Brian Enquist,observational point,3122.406494,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1890,1891,NW_Enquist,,,40.04294003,-105.5615,NW,Brian Enquist,observational point,3122.406494,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1891,1892,NW125_Enquist,,,40.04302997,-105.559962,NW 125,Brian Enquist,observational point,3231.88623,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1892,1893,SE_Enquist,,,40.03867004,-105.55519,SE,Brian Enquist,observational point,3122.406494,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1893,1894,SW_Enquist,,,40.03848002,-105.56117,SW,Brian Enquist,observational point,3122.406494,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
