,SITE,SPP,GRSTRAT,WOODY,GFNARROWarft,GFNARROWwalker,GENUS,SPECIES,SpeciesGenus,RAUNKIAERS,SORENSENS,GEODISTR
6105,PARSENN,CARACA,NA,HERB,FORBSV,FORB,Carlina,acaulis,Carlina acaulis,HE,NA,NA
6106,PARSENN,CARCAP,GUER,HERB,GRAMINOID,SEDGE,Carex,capillaris,Carex capillaris,HE,NA,NA
6107,PARSENN,CAREXCAR,GUER,HERB,GRAMINOID,SEDGE,Carex,caryophyllea,Carex caryophyllea,HE,NA,NA
6108,PARSENN,CARUMCAR,RAMBO,HERB,FORBSV,FORB,Carum,carvi,Carum carvi,CR,NA,NA
6109,PARSENN,CARCUR,PHAL,HERB,GRAMINOID,SEDGE,Carex,curvula,Carex curvula,HE,NA,NA
6110,PARSENN,CARECH,NA,HERB,GRAMINOID,SEDGE,Carex,echinata,Carex echinata,HE,NA,NA
6111,PARSENN,CARFIR,NA,HERB,GRAMINOID,SEDGE,Carex,firma,Carex firma,HE,NA,NA
6112,PARSENN,CARFLA,GUER,HERB,GRAMINOID,SEDGE,Carex,flava,Carex flava,HE,NA,NA
6113,PARSENN,CARLIM,NA,HERB,GRAMINOID,SEDGE,Carex,limosa,Carex limosa,CR,NA,NA
6114,PARSENN,CARMON,NA,HERB,GRAMINOID,SEDGE,Carex,montana,Carex montana,HE,NA,NA
6115,PARSENN,CARNIG,NA,HERB,GRAMINOID,SEDGE,Carex,nigra,Carex nigra,CR,NA,NA
6116,PARSENN,CARORN,NA,HERB,GRAMINOID,SEDGE,Carex,ornithopoda,Carex ornithopoda,HE,NA,NA
6117,PARSENN,CARPAL,NA,HERB,GRAMINOID,SEDGE,Carex,pallescens,Carex pallescens,HE,NA,NA
6118,PARSENN,CARPAR,NA,HERB,GRAMINOID,SEDGE,Carex,parviflora,Carex parviflora,HE,NA,NA
6119,PARSENN,CARPIL,NA,HERB,GRAMINOID,SEDGE,Carex,pilulifera,Carex pilulifera,HE,NA,NA
6120,PARSENN,CARSEM,NA,HERB,GRAMINOID,SEDGE,Carex,sempervirens,Carex sempervirens,HE,NA,NA
6121,PARSENN,CERARV,NA,HERB,FORBSV,FORB,Cerastium,arvense,Cerastium arvense,HE,NA,NA
6122,PARSENN,CERFON,NA,HERB,FORBSV,FORB,Cerastium,fontanum,Cerastium fontanum,HE,NA,NA
6123,PARSENN,CHAVIL,NA,HERB,FORBSV,FORB,Chaerophyllum,villarsii,Chaerophyllum villarsii,HE,NA,NA
6124,PARSENN,CIRSPI,GUER,HERB,FORBSV,FORB,Cirsium,spinosissimum,Cirsium spinosissimum,HE,NA,NA
6125,PARSENN,COEVIR,RAMBO,HERB,FORBSV,FORB,Coeloglossum,viride,Coeloglossum viride,CR,NA,NA
6126,PARSENN,CREALP,NA,HERB,FORBSV,FORB,Crepis,alpestris,Crepis alpestris,HE,NA,NA
6127,PARSENN,CREAUR,NA,HERB,FORBSV,FORB,Crepis,aurea,Crepis aurea,HE,NA,NA
6128,PARSENN,CREBOC,NA,HERB,FORBSV,FORB,Crepis,bocconei,Crepis bocconei,HE,NA,NA
6129,PARSENN,CROALB,RAMBO,HERB,FORBSV,FORB,Crocus,albiflorus,Crocus albiflorus,CR,NA,NA
6130,PARSENN,DACGLO,PHAL,HERB,GRAMINOID,GRASS,Dactylis,glomerata,Dactylis glomerata,HE,NA,NA
6131,PARSENN,DACMAC,RAMBO,HERB,FORBSV,FORB,Dactylorhiza,maculata,Dactylorhiza maculata,CR,NA,NA
6132,PARSENN,DAPSTR,GUER,WOODY,ESHRUB,SEVER,Daphne,striata,Daphne striata,CH,NA,NA
6133,PARSENN,DESCAE,PHAL,HERB,GRAMINOID,GRASS,Deschampsia,caespitosa,Deschampsia caespitosa,HE,NA,NA
6134,PARSENN,DIASUP,NA,HERB,FORBSV,FORB,Dianthus,superbus,Dianthus superbus,HE,NA,NA
6135,PARSENN,DIPALP,PHAL,HERB,FORBSV,SLVASC,Diphasiastrum,alpinum,Diphasiastrum alpinum,CH,NA,NA
6136,PARSENN,DORGRA,NA,HERB,FORBSV,FORB,Doronicum,grandiflorum,Doronicum grandiflorum,HE,NA,NA
6137,PARSENN,DRYOCT,PHAL,WOODY,ESHRUB,SEVER,Dryas,octopetala,Dryas octopetala,CH,NA,NA
6138,PARSENN,ELYCAN,NA,HERB,GRAMINOID,GRASS,Elymus,caninus,Elymus caninus,HE,NA,NA
6139,PARSENN,ELYMYO,NA,HERB,GRAMINOID,SEDGE,Elyna,myosuroides,Elyna myosuroides,HE,NA,NA
6140,PARSENN,EMPNIG,PHAL,WOODY,ESHRUB,SEVER,Empetrum,nigrum,Empetrum nigrum,CH,NA,NA
6141,PARSENN,ERIALP,NA,HERB,FORBSV,FORB,Erigeron,alpinus,Erigeron alpinus,HE,NA,NA
6142,PARSENN,ERIUNI,NA,HERB,FORBSV,FORB,Erigeron,uniflorus,Erigeron uniflorus,HE,NA,NA
6143,PARSENN,EUPMON,RAMBO,HERB,FORBSV,FORB,Euphrasia,montana,Euphrasia montana,CR,NA,NA
6144,PARSENN,EUPCYP,RAMBO,HERB,FORBSV,FORB,Euphorbia,cyparissias,Euphorbia cyparissias,HE,NA,NA
6145,PARSENN,EUPMIN,RAMBO,HERB,FORBSV,FORB,Euphrasia,minima,Euphrasia minima,CR,NA,NA
6146,PARSENN,FESARU,NA,HERB,GRAMINOID,GRASS,Festuca,arundinacea,Festuca arundinacea,HE,NA,NA
6147,PARSENN,FESHAL,NA,HERB,GRAMINOID,GRASS,Festuca,halleri,Festuca halleri,HE,NA,NA
6148,PARSENN,FESOVI,NA,HERB,GRAMINOID,GRASS,Festuca,ovina,Festuca ovina,HE,NA,NA
6149,PARSENN,FESRUB,GUER,HERB,GRAMINOID,GRASS,Festuca,rubra,Festuca rubra,HE,NA,NA
6150,PARSENN,FESVIO,PHAL,HERB,GRAMINOID,GRASS,Festuca,violacea,Festuca violacea,HE,NA,NA
6151,PARSENN,GALANI,NA,HERB,FORBSV,FORB,Galium,anisophyllon,Galium anisophyllon,HE,NA,NA
6152,PARSENN,GENACA,GUER,HERB,FORBSV,FORB,Gentiana,acaulis,Gentiana acaulis,HE,NA,NA
6153,PARSENN,GENCAM,RAMBO,HERB,FORBSV,FORB,Gentiana,campestris,Gentiana campestris,CR,NA,NA
6154,PARSENN,GENNIV,RAMBO,HERB,FORBSV,FORB,Gentiana,nivalis,Gentiana nivalis,CR,NA,NA
6155,PARSENN,GENPUN,GUER,HERB,FORBSV,FORB,Gentiana,punctata,Gentiana punctata,HE,NA,NA
6156,PARSENN,GENPUR,GUER,HERB,FORBSV,FORB,Gentiana,purpurea,Gentiana purpurea,HE,NA,NA
6157,PARSENN,GENRAD,NA,WOODY,ESHRUB,SEVER,Genista,radiata,Genista radiata,CH,NA,NA
6158,PARSENN,GENRAM,RAMBO,HERB,FORBSV,FORB,Gentiana,ramosa,Gentiana ramosa,CR,NA,NA
6159,PARSENN,GENTEN,RAMBO,HERB,FORBSV,FORB,Gentiana,tenella,Gentiana tenella,CR,NA,NA
6160,PARSENN,GENVER,NA,HERB,FORBSV,FORB,Gentiana,verna,Gentiana verna,HE,NA,NA
6161,PARSENN,GERSYL,NA,HERB,FORBSV,FORB,Geranium,sylvaticum,Geranium sylvaticum,HE,NA,NA
6162,PARSENN,GEUMON,GUER,HERB,FORBSV,FORB,Geum,montanum,Geum montanum,HE,NA,NA
6163,PARSENN,GNASUP,NA,HERB,FORBSV,FORB,Gnaphalium,supinum,Gnaphalium supinum,HE,NA,NA
6164,PARSENN,GNASYL,NA,HERB,FORBSV,FORB,Gnaphalium,sylvaticum,Gnaphalium sylvaticum,HE,NA,NA
6165,PARSENN,GYMCON,RAMBO,HERB,FORBSV,FORB,Gymnadenia,conopsea,Gymnadenia conopsea,GE,NA,NA
6166,PARSENN,HEDHED,NA,HERB,FORBSV,FORB,Hedysarum,hedysaroides,Hedysarum hedysaroides,HE,NA,NA
6167,PARSENN,HELALP,NA,WOODY,ESHRUB,SEVER,Helianthemum,alpestre,Helianthemum alpestre,CH,NA,NA
6168,PARSENN,HELNUM,NA,WOODY,ESHRUB,SEVER,Helianthemum,nummularium,Helianthemum nummularium,CH,NA,NA
6169,PARSENN,HELVER,GUER,HERB,GRAMINOID,GRASS,Helictotrichon,versicolor,Helictotrichon versicolor,HE,NA,NA
6170,PARSENN,HIEALP,NA,HERB,FORBSV,FORB,Hieracium,alpinum,Hieracium alpinum,HE,NA,NA
6171,PARSENN,HIEBIF,NA,HERB,FORBSV,FORB,Hieracium,bifidum,Hieracium bifidum,HE,NA,NA
6172,PARSENN,HIEHOP,NA,HERB,FORBSV,FORB,Hieracium,hoppeanum,Hieracium hoppeanum,HE,NA,NA
6173,PARSENN,HIELAC,NA,HERB,FORBSV,FORB,Hieracium,lactucella,Hieracium lactucella,HE,NA,NA
6174,PARSENN,HIEMUR,NA,HERB,FORBSV,FORB,Hieracium,murorum,Hieracium murorum,HE,NA,NA
6175,PARSENN,HIEPILA,NA,HERB,FORBSV,FORB,Hieracium,pilosella,Hieracium pilosella,HE,NA,NA
6176,PARSENN,HIEPILES,NA,HERB,FORBSV,FORB,Hieracium,piloselloides,Hieracium piloselloides,HE,NA,NA
6177,PARSENN,XXXHIESP,NA,HERB,FORBSV,FORB,Hieracium,,Hieracium ,HE,NA,NA
6178,PARSENN,HIPCOM,PHAL,HERB,FORBSV,FORB,Hippocrepis,comosa,Hippocrepis comosa,CH,NA,NA
6179,PARSENN,HOMALP,GUER,HERB,FORBSV,FORB,Homogyne,alpina,Homogyne alpina,HE,NA,NA
6180,PARSENN,HYPMAC,NA,HERB,FORBSV,FORB,Hypericum,maculatum,Hypericum maculatum,HE,NA,NA
6181,PARSENN,HYPUNI,RAMBO,HERB,FORBSV,FORB,Hypochaeris,uniflora,Hypochaeris uniflora,HE,NA,NA
6182,PARSENN,JUNCOM,PHAL,WOODY,ESHRUB,SEVER,Juniperus,communis,Juniperus communis,CH,NA,NA
6183,PARSENN,JUNJAC,NA,HERB,GRAMINOID,RUSH,Juncus,jacquinii,Juncus jacquinii,HE,NA,NA
6184,PARSENN,JUNTRI,NA,HERB,GRAMINOID,RUSH,Juncus,trifidus,Juncus trifidus,HE,NA,NA
6185,PARSENN,LARDEC,RAMBO,WOODY,DSHRUB,SDECI,Larix,decidua,Larix decidua,PH,NA,NA
6186,PARSENN,LEOHEL,NA,HERB,FORBSV,FORB,Leontodon,helveticus,Leontodon helveticus,HE,NA,NA
6187,PARSENN,LEOHIS,NA,HERB,FORBSV,FORB,Leontodon,hispidus,Leontodon hispidus,HE,NA,NA
6188,PARSENN,LEUALP,GUER,HERB,FORBSV,FORB,Leucanthemopsis,alpina,Leucanthemopsis alpina,HE,NA,NA
6189,PARSENN,LEUVUL,RAMBO,HERB,FORBSV,FORB,Leucanthemum,vulgare,Leucanthemum vulgare,HE,NA,NA
6190,PARSENN,LIGMUTA,RAMBO,HERB,FORBSV,FORB,Ligusticum,mutellina,Ligusticum mutellina,HE,NA,NA
6191,PARSENN,LIGMUTES,RAMBO,HERB,FORBSV,FORB,Ligusticum,mutellinoides,Ligusticum mutellinoides,HE,NA,NA
6192,PARSENN,LOIPRO,PHAL,WOODY,ESHRUB,SEVER,Loiseleuria,procumbens,Loiseleuria procumbens,CH,NA,NA
6193,PARSENN,LOTALP,NA,HERB,FORBSV,FORB,Lotus,alpinus,Lotus alpinus,HE,NA,NA
6194,PARSENN,LUZALP,NA,HERB,GRAMINOID,RUSH,Luzula,alpinopilosa,Luzula alpinopilosa,HE,NA,NA
6195,PARSENN,LUZLUT,NA,HERB,GRAMINOID,RUSH,Luzula,lutea,Luzula lutea,HE,NA,NA
6196,PARSENN,LUZLUZ,NA,HERB,GRAMINOID,RUSH,Luzula,luzulina,Luzula luzulina,HE,NA,NA
6197,PARSENN,LUZMUL,NA,HERB,GRAMINOID,RUSH,Luzula,multiflora,Luzula multiflora,HE,NA,NA
6198,PARSENN,LUZSIE,NA,HERB,GRAMINOID,RUSH,Luzula,sieberi,Luzula sieberi,HE,NA,NA
6199,PARSENN,LUZSPI,NA,HERB,GRAMINOID,RUSH,Luzula,spicata,Luzula spicata,HE,NA,NA
6200,PARSENN,MELSYL,RAMBO,HERB,FORBSV,FORB,Melampyrum,sylvaticum,Melampyrum sylvaticum,CR,NA,NA
6201,PARSENN,MYOALP,NA,HERB,FORBSV,FORB,Myosotis,alpestris,Myosotis alpestris,HE,NA,NA
6202,PARSENN,NARSTR,PHAL,HERB,GRAMINOID,GRASS,Nardus,stricta,Nardus stricta,HE,NA,NA
6203,PARSENN,NIGNIG,RAMBO,HERB,FORBSV,FORB,Nigritella,nigra,Nigritella nigra,GE,NA,NA
6204,PARSENN,OXYHEL,NA,HERB,FORBSV,FORB,Oxytropis,helvetica,Oxytropis helvetica,HE,NA,NA
6205,PARSENN,PARPAL,NA,HERB,FORBSV,FORB,Parnassia,palustris,Parnassia palustris,HE,NA,NA
6206,PARSENN,PEDROS,NA,HERB,FORBSV,FORB,Pedicularis,rostrato-spicata,Pedicularis rostrato-spicata,HE,NA,NA
6207,PARSENN,XXXPEDSP,NA,HERB,FORBSV,FORB,Pedicularis,,Pedicularis ,HE,NA,NA
6208,PARSENN,PEDTUB,NA,HERB,FORBSV,FORB,Pedicularis,tuberosa,Pedicularis tuberosa,HE,NA,NA
6209,PARSENN,PEDVER,NA,HERB,FORBSV,FORB,Pedicularis,verticillata,Pedicularis verticillata,HE,NA,NA
6210,PARSENN,PEUOST,NA,HERB,FORBSV,FORB,Peucedanum,ostruthium,Peucedanum ostruthium,HE,NA,NA
6211,PARSENN,PHLALP,NA,HERB,GRAMINOID,GRASS,Phleum,alpinum,Phleum alpinum,HE,NA,NA
6212,PARSENN,PHYBET,NA,HERB,FORBSV,FORB,Phyteuma,betonicifolium,Phyteuma betonicifolium,HE,NA,NA
6213,PARSENN,PHYHED,NA,HERB,FORBSV,FORB,Phyteuma,hedraianthifolium,Phyteuma hedraianthifolium,HE,NA,NA
6214,PARSENN,PHYHEM,NA,HERB,FORBSV,FORB,Phyteuma,hemisphaericum,Phyteuma hemisphaericum,HE,NA,NA
6215,PARSENN,PHYORB,NA,HERB,FORBSV,FORB,Phyteuma,orbiculare,Phyteuma orbiculare,HE,NA,NA
6216,PARSENN,PICABI,RAMBO,WOODY,ESHRUB,SEVER,Picea,abies,Picea abies,CH,NA,NA
6217,PARSENN,PIMMAJ,NA,HERB,FORBSV,FORB,Pimpinella,major,Pimpinella major,HE,NA,NA
6218,PARSENN,PINCEM,RAMBO,WOODY,ESHRUB,SEVER,Pinus,cembra,Pinus cembra,CH,NA,NA
6219,PARSENN,XXXPINSP,NA,HERB,FORBSV,FORB,Pinguicula,,Pinguicula ,HE,NA,NA
6220,PARSENN,PLAALP,NA,HERB,FORBSV,FORB,Plantago,alpina,Plantago alpina,HE,NA,NA
6221,PARSENN,PLAATR,NA,HERB,FORBSV,FORB,Plantago,atrata,Plantago atrata,HE,NA,NA
6222,PARSENN,POAALP,NA,HERB,GRAMINOID,GRASS,Poa,alpina,Poa alpina,HE,NA,NA
6223,PARSENN,POACHA,NA,HERB,GRAMINOID,GRASS,Poa,chaixii,Poa chaixii,HE,NA,NA
6224,PARSENN,POAPRA,NA,HERB,GRAMINOID,GRASS,Poa,pratensis,Poa pratensis,HE,NA,NA
6225,PARSENN,POATRI,RAMBO,HERB,GRAMINOID,GRASS,Poa,trivialis,Poa trivialis,HE,NA,NA
6226,PARSENN,POLALP,NA,HERB,FORBSV,FORB,Polygala,alpestris,Polygala alpestris,HE,NA,NA
6227,PARSENN,POLCHA,NA,WOODY,FORBSV,FORB,Polygala,chamaebuxus,Polygala chamaebuxus,CH,NA,NA
6228,PARSENN,POLVIV,NA,HERB,FORBSV,FORB,Polygonum,viviparum,Polygonum viviparum,HE,NA,NA
6229,PARSENN,POLVUL,NA,HERB,FORBSV,FORB,Polygala,vulgaris,Polygala vulgaris,HE,NA,NA
6230,PARSENN,POTAUR,NA,HERB,FORBSV,FORB,Potentilla,aurea,Potentilla aurea,HE,NA,NA
6231,PARSENN,POTCRA,NA,HERB,FORBSV,FORB,Potentilla,crantzii,Potentilla crantzii,HE,NA,NA
6232,PARSENN,POTERE,NA,HERB,FORBSV,FORB,Potentilla,erecta,Potentilla erecta,HE,NA,NA
6233,PARSENN,POTGRA,NA,HERB,FORBSV,FORB,Potentilla,grandiflora,Potentilla grandiflora,HE,NA,NA
6234,PARSENN,PRIFAR,NA,HERB,FORBSV,FORB,Primula,farinosa,Primula farinosa,HE,NA,NA
6235,PARSENN,PRIINT,NA,HERB,FORBSV,FORB,Primula,integrifolia,Primula integrifolia,HE,NA,NA
6236,PARSENN,PRILAT,NA,HERB,FORBSV,FORB,Primula,latifolia,Primula latifolia,HE,NA,NA
6237,PARSENN,PRUVUL,NA,HERB,FORBSV,FORB,Prunella,vulgaris,Prunella vulgaris,HE,NA,NA
6238,PARSENN,PSEALB,RAMBO,HERB,FORBSV,FORB,Pseudorchis,albida,Pseudorchis albida,CR,NA,NA
6239,PARSENN,PULAPI,NA,HERB,FORBSV,FORB,Pulsatilla,apiifolia,Pulsatilla apiifolia,HE,NA,NA
6240,PARSENN,PULVER,NA,HERB,FORBSV,FORB,Pulsatilla,vernalis,Pulsatilla vernalis,HE,NA,NA
6241,PARSENN,PYRMIN,GUER,HERB,FORBSV,FORB,Pyrola,minor,Pyrola minor,HE,NA,NA
6242,PARSENN,RANKUE,NA,HERB,FORBSV,FORB,Ranunculus,kuepferi,Ranunculus kuepferi,HE,NA,NA
6243,PARSENN,RANMON,NA,HERB,FORBSV,FORB,Ranunculus,montanus,Ranunculus montanus,HE,NA,NA
6244,PARSENN,RANNEM,NA,HERB,FORBSV,FORB,Ranunculus,nemorosus,Ranunculus nemorosus,HE,NA,NA
6245,PARSENN,RANVIL,NA,HERB,FORBSV,FORB,Ranunculus,villarsii,Ranunculus villarsii,HE,NA,NA
6246,PARSENN,RHIALE,NA,HERB,FORBSV,FORB,Rhinanthus,alectorolophus,Rhinanthus alectorolophus,CR,NA,NA
6247,PARSENN,RHOFER,PHAL,WOODY,ESHRUB,SEVER,Rhododendron,ferrugineum,Rhododendron ferrugineum,CH,NA,NA
6248,PARSENN,RHOHIR,PHAL,WOODY,ESHRUB,SEVER,Rhododendron,hirsutum,Rhododendron hirsutum,CH,NA,NA
6249,PARSENN,RUMACE,RAMBO,HERB,FORBSV,FORB,Rumex,acetosa,Rumex acetosa,HE,NA,NA
6250,PARSENN,SAGSAG,NA,HERB,FORBSV,FORB,Sagina,saginoides,Sagina saginoides,CR,NA,NA
6251,PARSENN,SALHER,NA,WOODY,DSHRUB,SDECI,Salix,herbacea,Salix herbacea,CH,NA,NA
6252,PARSENN,SALRETI,NA,WOODY,DSHRUB,SDECI,Salix,reticulata,Salix reticulata,CH,NA,NA
6253,PARSENN,SALRETU,NA,WOODY,DSHRUB,SDECI,Salix,retusa,Salix retusa,CH,NA,NA
6254,PARSENN,SALSER,NA,WOODY,DSHRUB,SDECI,Salix,serpyllifolia,Salix serpyllifolia,CH,NA,NA
6255,PARSENN,SCALUC,NA,HERB,FORBSV,FORB,Scabiosa,lucida,Scabiosa lucida,HE,NA,NA
6256,PARSENN,SEDALP,NA,HERB,FORBSV,FORB,Sedum,alpestre,Sedum alpestre,HE,NA,NA
6257,PARSENN,SELSEL,NA,HERB,FORBSV,SLVASC,Selaginella,selaginoides,Selaginella selaginoides,CH,NA,NA
6258,PARSENN,SEMMON,NA,HERB,FORBSV,FORB,Sempervivum,montanum,Sempervivum montanum,CH,NA,NA
6259,PARSENN,SENINC,NA,HERB,FORBSV,FORB,Senecio,incanus,Senecio incanus,HE,NA,NA
6260,PARSENN,SESCAE,NA,HERB,GRAMINOID,GRASS,Sesleria,caerulea,Sesleria caerulea,HE,NA,NA
6261,PARSENN,SIBPRO,NA,HERB,FORBSV,FORB,Sibbaldia,procumbens,Sibbaldia procumbens,HE,NA,NA
6262,PARSENN,SILACA,NA,HERB,FORBSV,FORB,Silene,acaulis,Silene acaulis,CH,NA,NA
6263,PARSENN,SILDIO,NA,HERB,FORBSV,FORB,Silene,dioica,Silene dioica,CR,NA,NA
6264,PARSENN,SILRUP,NA,HERB,FORBSV,FORB,Silene,rupestris,Silene rupestris,HE,NA,NA
6265,PARSENN,SILVUL,NA,HERB,FORBSV,FORB,Silene,vulgaris,Silene vulgaris,HE,NA,NA
6266,PARSENN,SOLALP,NA,HERB,FORBSV,FORB,Soldanella,alpina,Soldanella alpina,HE,NA,NA
6267,PARSENN,SOLPUS,NA,HERB,FORBSV,FORB,Soldanella,pusilla,Soldanella pusilla,HE,NA,NA
6268,PARSENN,SOLVIR,RAMBO,HERB,FORBSV,FORB,Solidago,virgaurea,Solidago virgaurea,HE,NA,NA
6269,PARSENN,TAROFF,RAMBO,HERB,FORBSV,FORB,Taraxacum,officinale,Taraxacum officinale,HE,NA,NA
6270,PARSENN,THEALP,NA,HERB,FORBSV,FORB,Thesium,alpinum,Thesium alpinum,HE,NA,NA
6271,PARSENN,THYSER,PHAL,WOODY,ESHRUB,SEVER,Thymus,serpyllum,Thymus serpyllum,CH,NA,NA
6272,PARSENN,TOFCAL,NA,HERB,FORBSV,FORB,Tofieldia,calyculata,Tofieldia calyculata,HE,NA,NA
6273,PARSENN,TOFPUS,NA,HERB,FORBSV,FORB,Tofieldia,pusilla,Tofieldia pusilla,HE,NA,NA
6274,PARSENN,TRIALP,NA,HERB,FORBSV,FORB,Trifolium,alpinum,Trifolium alpinum,HE,NA,NA
6275,PARSENN,TRIBAD,NA,HERB,FORBSV,FORB,Trifolium,badium,Trifolium badium,HE,NA,NA
6276,PARSENN,TRICAE,NA,HERB,GRAMINOID,SEDGE,Trichophorum,caespitosum,Trichophorum caespitosum,HE,NA,NA
6277,PARSENN,TRIPAL,PHAL,HERB,FORBSV,FORB,Trifolium,pallescens,Trifolium pallescens,HE,NA,NA
6278,PARSENN,TRIPRA,PHAL,HERB,FORBSV,FORB,Trifolium,pratense,Trifolium pratense,HE,NA,NA
6279,PARSENN,TRIREP,GUER,HERB,FORBSV,FORB,Trifolium,repens,Trifolium repens,HE,NA,NA
6280,PARSENN,TRITHA,PHAL,HERB,FORBSV,FORB,Trifolium,thalii,Trifolium thalii,HE,NA,NA
6281,PARSENN,TROEUR,NA,HERB,FORBSV,FORB,Trollius,europaeus,Trollius europaeus,HE,NA,NA
6282,PARSENN,VACMYR,GUER,WOODY,DSHRUB,SDECI,Vaccinium,myrtillus,Vaccinium myrtillus,CH,NA,NA
6283,PARSENN,VACULI,GUER,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,CH,NA,NA
6284,PARSENN,VACVIT,GUER,WOODY,ESHRUB,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,CH,NA,NA
6285,PARSENN,VERALB,NA,HERB,FORBSV,FORB,Veratrum,album,Veratrum album,HE,NA,NA
6286,PARSENN,VERALP,NA,HERB,FORBSV,FORB,Veronica,alpina,Veronica alpina,CR,NA,NA
6287,PARSENN,VERAPH,NA,HERB,FORBSV,FORB,Veronica,aphylla,Veronica aphylla,HE,NA,NA
6288,PARSENN,VERBEL,NA,HERB,FORBSV,FORB,Veronica,bellidioides,Veronica bellidioides,HE,NA,NA
6289,PARSENN,VERCHA,PHAL,HERB,FORBSV,FORB,Veronica,chamaedrys,Veronica chamaedrys,CR,NA,NA
6290,PARSENN,VERFRU,NA,WOODY,DSHRUB,SDECI,Veronica,fruticans,Veronica fruticans,CH,NA,NA
6291,PARSENN,VEROFF,NA,HERB,FORBSV,FORB,Veronica,officinalis,Veronica officinalis,CH,NA,NA
6292,PARSENN,VIOCAL,NA,HERB,FORBSV,FORB,Viola,calcarata,Viola calcarata,HE,NA,NA
6293,RINERHORN,ACHMIL,GUER,HERB,FORBSV,FORB,Achillea,millefolium,Achillea millefolium,HE,NA,NA
6294,RINERHORN,ADEGLA,GUER,HERB,FORBSV,FORB,Adenostyles,glabra,Adenostyles glabra,HE,NA,NA
6295,RINERHORN,AGRALP,GUER,HERB,GRAMINOID,GRASS,Agrostis,alpina,Agrostis alpina,HE,NA,NA
6296,RINERHORN,AGRCAP,GUER,HERB,GRAMINOID,GRASS,Agrostis,capillaris,Agrostis capillaris,HE,NA,NA
6297,RINERHORN,AGRREP,PHAL,HERB,GRAMINOID,GRASS,Agropyron,repens,Agropyron repens,HE,NA,NA
6298,RINERHORN,AGRRUP,GUER,HERB,GRAMINOID,GRASS,Agrostis,rupestris,Agrostis rupestris,HE,NA,NA
6299,RINERHORN,AJUPYR,GUER,HERB,FORBSV,FORB,Ajuga,pyramidalis,Ajuga pyramidalis,HE,NA,NA
6300,RINERHORN,AJUREP,GUER,HERB,FORBSV,FORB,Ajuga,reptans,Ajuga reptans,HE,NA,NA
6301,RINERHORN,ALCCON,NA,HERB,FORBSV,FORB,Alchemilla,conjuncta,Alchemilla conjuncta,HE,NA,NA
6302,RINERHORN,ALCPEN,NA,HERB,FORBSV,FORB,Alchemilla,pentaphyllea,Alchemilla pentaphyllea,HE,NA,NA
6303,RINERHORN,XXXALCSP,NA,HERB,FORBSV,FORB,Alchemilla,,Alchemilla ,HE,NA,NA
6304,RINERHORN,ALLSCH,GUER,HERB,FORBSV,FORB,Allium,schoenoprasum,Allium schoenoprasum,CR,NA,NA
6305,RINERHORN,ALNVIR,PHAL,WOODY,DSHRUB,SDECI,Alnus,viridis,Alnus viridis,CH,NA,NA
6306,RINERHORN,ALOPRA,NA,HERB,GRAMINOID,GRASS,Alopecurus,pratensis,Alopecurus pratensis,HE,NA,NA
6307,RINERHORN,ANDCHA,RAMBO,HERB,FORBSV,FORB,Androsace,chamaejasme,Androsace chamaejasme,HE,NA,NA
6308,RINERHORN,ANDOBT,RAMBO,HERB,FORBSV,FORB,Androsace,obtusifolia,Androsace obtusifolia,HE,NA,NA
6309,RINERHORN,ANTHOALP,NA,HERB,GRAMINOID,GRASS,Anthoxanthum,alpinum,Anthoxanthum alpinum,HE,NA,NA
6310,RINERHORN,ANTHYALP,RAMBO,HERB,FORBSV,FORB,Anthyllis,alpestris,Anthyllis alpestris,HE,NA,NA
6311,RINERHORN,ANTCAR,NA,HERB,FORBSV,FORB,Antennaria,carpatica,Antennaria carpatica,HE,NA,NA
6312,RINERHORN,ANTDIO,NA,HERB,FORBSV,FORB,Antennaria,dioica,Antennaria dioica,CH,NA,NA
6313,RINERHORN,ANTODO,NA,HERB,GRAMINOID,GRASS,Anthoxanthum,odoratum,Anthoxanthum odoratum,HE,NA,NA
6314,RINERHORN,ANTVUL,RAMBO,HERB,FORBSV,FORB,Anthyllis,vulneraria,Anthyllis vulneraria,HE,NA,NA
6315,RINERHORN,ARAALP,NA,HERB,FORBSV,FORB,Arabis,alpina,Arabis alpina,CH,NA,NA
6316,RINERHORN,ARNMON,NA,HERB,FORBSV,FORB,Arnica,montana,Arnica montana,HE,NA,NA
6317,RINERHORN,ASTALP,NA,HERB,FORBSV,FORB,Aster,alpinus,Aster alpinus,HE,NA,NA
6318,RINERHORN,ASTBEL,NA,HERB,FORBSV,FORB,Aster,bellidiastrum,Aster bellidiastrum,HE,NA,NA
6319,RINERHORN,DESFLE,GUER,HERB,GRAMINOID,GRASS,Deschampsia,flexuosa,Deschampsia flexuosa,HE,NA,NA
6320,RINERHORN,BARALP,RAMBO,HERB,FORBSV,FORB,Bartsia,alpina,Bartsia alpina,CR,NA,NA
6321,RINERHORN,BISLAE,NA,HERB,FORBSV,FORB,Biscutella,laevigata,Biscutella laevigata,HE,NA,NA
6322,RINERHORN,BOTLUN,NA,HERB,FORBSV,SLVASC,Botrychium,lunaria,Botrychium lunaria,CR,NA,NA
